name,recclass,mass,fall,year,reclat,reclong,GeoLocation,,nametype,id
Queen Alexandra Range 94350,H5,22.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19984
Queen Alexandra Range 94351,H5,5.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19985
Queen Alexandra Range 94352,L4,9.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19986
Queen Alexandra Range 94353,H6,5.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19987
Queen Alexandra Range 94354,L5,27.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19988
Queen Alexandra Range 94355,H6,26.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19989
Queen Alexandra Range 94356,L5,9.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19990
Queen Alexandra Range 94357,L5,11.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19991
Queen Alexandra Range 94359,L5,6.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19992
Queen Alexandra Range 94360,L5,87.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19993
Queen Alexandra Range 94361,L5,87.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19994
Queen Alexandra Range 94362,L5,1.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19995
Queen Alexandra Range 94363,H6,1.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19996
Queen Alexandra Range 94364,L5,2.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19997
Queen Alexandra Range 94365,L6,72.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19998
Queen Alexandra Range 94366,CV3,72.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19999
Queen Alexandra Range 94367,L6,6.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20000
Queen Alexandra Range 94368,EL4,1.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20001
Queen Alexandra Range 94369,L6,4.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20002
Queen Alexandra Range 94370,L5,15.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20003
Queen Alexandra Range 94371,L5,8.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20004
Queen Alexandra Range 94372,H6,1.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20005
Queen Alexandra Range 94373,H6,1.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20006
Queen Alexandra Range 94374,H6,1.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20007
Queen Alexandra Range 94375,L5,19.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20008
Queen Alexandra Range 94376,L5,33,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20009
Queen Alexandra Range 94377,L5,2.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20010
Queen Alexandra Range 94378,L5,1.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20011
Queen Alexandra Range 94379,LL5,58.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20012
Queen Alexandra Range 94380,L5,73.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20013
Queen Alexandra Range 94381,L5,27.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20014
Queen Alexandra Range 94382,H5,12.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20015
Queen Alexandra Range 94383,LL5,8.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20016
Queen Alexandra Range 94384,L5,18.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20017
Queen Alexandra Range 94385,L5,39.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20018
Queen Alexandra Range 94386,H5,183.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20019
Queen Alexandra Range 94387,L5,16,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20020
Queen Alexandra Range 94388,L5,2.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20021
Queen Alexandra Range 94389,L5,8.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20022
Queen Alexandra Range 94390,LL6,10.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20023
Queen Alexandra Range 94391,L5,16,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20024
Queen Alexandra Range 94392,L5,2.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20025
Queen Alexandra Range 94393,L5,42.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20026
Queen Alexandra Range 94394,L5,67.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20027
Queen Alexandra Range 94395,L6,6.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20028
Queen Alexandra Range 94396,L3.4,2.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20029
Queen Alexandra Range 94397,LL6,20.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20030
Queen Alexandra Range 94398,L5,3.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20031
Queen Alexandra Range 94399,H5,3.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20032
Queen Alexandra Range 94400,H5,13.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20033
Queen Alexandra Range 94401,H6,13.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20034
Queen Alexandra Range 94402,H5,0.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20035
Queen Alexandra Range 94403,H5,1.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20036
Queen Alexandra Range 94404,H6,2.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20037
Queen Alexandra Range 94405,H6,2.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20038
Queen Alexandra Range 94406,H5,3.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20039
Queen Alexandra Range 94407,H6,3.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20040
Queen Alexandra Range 94408,L6,3.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20041
Queen Alexandra Range 94409,H5,50.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20042
Queen Alexandra Range 94410,H5,2.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20043
Queen Alexandra Range 94411,CBb,39.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20044
Queen Alexandra Range 94412,H5,2.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20045
Queen Alexandra Range 94413,H5,70.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20046
Queen Alexandra Range 94414,L6,28,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20047
Queen Alexandra Range 94415,L5,80.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20048
Queen Alexandra Range 94416,L5,91.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20049
Queen Alexandra Range 94417,L5,18.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20050
Queen Alexandra Range 94418,L5,68.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20051
Queen Alexandra Range 94419,L6,12.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20052
Queen Alexandra Range 94420,L3.4,2.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20053
Queen Alexandra Range 94421,L5,6.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20054
Queen Alexandra Range 94422,H5,2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20055
Queen Alexandra Range 94423,L5,6.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20056
Queen Alexandra Range 94424,L5,20.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20057
Queen Alexandra Range 94425,L5,25.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20058
Queen Alexandra Range 94426,L5,18.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20059
Queen Alexandra Range 94427,LL6,14.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20060
Queen Alexandra Range 94428,L5,90.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20061
Queen Alexandra Range 94429,H5,9.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20062
Queen Alexandra Range 94430,L5,27.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20063
Queen Alexandra Range 94431,LL6,41.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20064
Queen Alexandra Range 94432,H5,1.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20065
Queen Alexandra Range 94433,L5,4.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20066
Queen Alexandra Range 94434,L6,4.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20067
Queen Alexandra Range 94436,H5,1.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20068
Queen Alexandra Range 94437,L5,4.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20069
Queen Alexandra Range 94438,L6,2.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20070
Queen Alexandra Range 94439,LL6,36.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20071
Queen Alexandra Range 94440,L5,4.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20072
Queen Alexandra Range 94441,H6,51.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20073
Queen Alexandra Range 94442,LL6,24.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20074
Queen Alexandra Range 94443,LL5,18.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20075
Queen Alexandra Range 94444,L5,40,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20076
Queen Alexandra Range 94445,H5,9.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20077
Queen Alexandra Range 94446,H6,3.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20078
Queen Alexandra Range 94447,L5,6.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20079
Queen Alexandra Range 94448,L6,2.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20080
Queen Alexandra Range 94449,L6,1.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20081
Queen Alexandra Range 94450,L5,5.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20082
Queen Alexandra Range 94451,L5,19.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20083
Queen Alexandra Range 94452,L5,40.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20084
Queen Alexandra Range 94453,LL6,19.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20085
Queen Alexandra Range 94454,L6,5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20086
Queen Alexandra Range 94455,L6,1.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20087
Queen Alexandra Range 94456,L6,25.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20088
Queen Alexandra Range 94457,L6,1.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20089
Queen Alexandra Range 94458,H5,4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20090
Queen Alexandra Range 94459,L6,4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20091
Queen Alexandra Range 94460,H5,4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20092
Queen Alexandra Range 94461,L6,8.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20093
Queen Alexandra Range 94462,L6,2.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20094
Queen Alexandra Range 94463,L6,2.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20095
Queen Alexandra Range 94464,L5,13.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20096
Queen Alexandra Range 94465,L6,10.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20097
Queen Alexandra Range 94466,H5,1.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20098
Queen Alexandra Range 94467,L6,1.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20099
Queen Alexandra Range 94468,L6,1.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20100
Queen Alexandra Range 94469,L6,1.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20101
Queen Alexandra Range 94470,H5,17.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20102
Queen Alexandra Range 94471,L5,9.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20103
Queen Alexandra Range 94472,L6,4.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20104
Queen Alexandra Range 94473,L5,69,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20105
Queen Alexandra Range 94474,H5,39,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20106
Queen Alexandra Range 94475,L5,29.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20107
Queen Alexandra Range 94476,L5,20.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20108
Queen Alexandra Range 94477,L5,120.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20109
Queen Alexandra Range 94478,L5,32.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20110
Queen Alexandra Range 94479,L5,26.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20111
Queen Alexandra Range 94480,L5,34.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20112
Queen Alexandra Range 94481,L5,8.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20113
Queen Alexandra Range 94482,LL6,11,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20114
Queen Alexandra Range 94483,L5,10.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20115
Queen Alexandra Range 94484,Eucrite-unbr,5.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20116
Queen Alexandra Range 94485,L5,3.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20117
Queen Alexandra Range 94486,L5,2.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20118
Queen Alexandra Range 94487,L6,3.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20119
Queen Alexandra Range 94488,L5,11.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20120
Queen Alexandra Range 94489,H5,6.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20121
Queen Alexandra Range 94490,L6,8.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20122
Queen Alexandra Range 94491,H5,1.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20123
Queen Alexandra Range 94492,L5,7.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20124
Queen Alexandra Range 94493,L5,2.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20125
Queen Alexandra Range 94494,L5,3.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20126
Queen Alexandra Range 94495,L6,5.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20127
Queen Alexandra Range 94496,L5,4.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20128
Queen Alexandra Range 94497,L6,1.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20129
Queen Alexandra Range 94498,H5,1.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20130
Queen Alexandra Range 94499,L6,1.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20131
Queen Alexandra Range 94500,H5,167.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20132
Queen Alexandra Range 94501,H6,62.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20133
Queen Alexandra Range 94502,H6,45.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20134
Queen Alexandra Range 94503,LL5,72.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20135
Queen Alexandra Range 94504,L6,27.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20136
Queen Alexandra Range 94505,H5,1.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20137
Queen Alexandra Range 94506,L5,4.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20138
Queen Alexandra Range 94507,L6,2.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20139
Queen Alexandra Range 94508,H5,2.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20140
Queen Alexandra Range 94509,L6,3.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20141
Queen Alexandra Range 94510,L6,7.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20142
Queen Alexandra Range 94511,H6,7.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20143
Queen Alexandra Range 94512,H5,0.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20144
Queen Alexandra Range 94513,L4,4.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20145
Queen Alexandra Range 94514,L6,1.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20146
Queen Alexandra Range 94515,L6,3.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20147
Queen Alexandra Range 94516,L6,8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20148
Queen Alexandra Range 94517,H5,8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20149
Queen Alexandra Range 94518,L6,10.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20150
Queen Alexandra Range 94519,L5,28.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20151
Queen Alexandra Range 94520,L5,89.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20152
Queen Alexandra Range 94521,H5,16.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20153
Queen Alexandra Range 94522,L5,28.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20154
Queen Alexandra Range 94523,L5,29.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20155
Queen Alexandra Range 94524,LL6,39.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20156
Queen Alexandra Range 94525,L5,16.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20157
Queen Alexandra Range 94526,L5,13.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20158
Queen Alexandra Range 94527,LL6,11.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20159
Queen Alexandra Range 94528,LL6,18.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20160
Queen Alexandra Range 94529,L5,53.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20161
Queen Alexandra Range 94530,L5,36.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20162
Queen Alexandra Range 94531,L5,2.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20163
Queen Alexandra Range 94532,L6,19.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20164
Queen Alexandra Range 94533,H6,37,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20165
Queen Alexandra Range 94534,L5,4.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20166
Queen Alexandra Range 94535,Winonaite,11.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20167
Queen Alexandra Range 94536,L6,3.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20168
Queen Alexandra Range 94537,L3.6,7.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20169
Queen Alexandra Range 94538,L6,11.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20170
Queen Alexandra Range 94539,L6,2.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20171
Queen Alexandra Range 94540,L5,28.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20172
Queen Alexandra Range 94541,L6,2.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20173
Queen Alexandra Range 94542,LL6,13.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20174
Queen Alexandra Range 94543,L6,13.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20175
Queen Alexandra Range 94544,H6,2.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20176
Queen Alexandra Range 94545,H5,6.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20177
Queen Alexandra Range 94546,CV3,1.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20178
Queen Alexandra Range 94547,L5,1.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20179
Queen Alexandra Range 94548,LL6,11.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20180
Queen Alexandra Range 94549,H5,1.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20181
Queen Alexandra Range 94550,L5,103.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20182
Queen Alexandra Range 94551,L6,18.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20183
Queen Alexandra Range 94552,L5,62,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20184
Queen Alexandra Range 94553,L5,10.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20185
Queen Alexandra Range 94554,L5,39,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20186
Queen Alexandra Range 94555,H5,26,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20187
Queen Alexandra Range 94556,L5,7.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20188
Queen Alexandra Range 94557,L5,3.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20189
Queen Alexandra Range 94558,H5,3.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20190
Queen Alexandra Range 94559,L5,8.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20191
Queen Alexandra Range 94560,L6,1.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20192
Queen Alexandra Range 94561,L6,6.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20193
Queen Alexandra Range 94562,H5,4.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20194
Queen Alexandra Range 94563,L5,4.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20195
Queen Alexandra Range 94564,H5,14,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20196
Queen Alexandra Range 94565,H6,1.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20197
Queen Alexandra Range 94566,H6,2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20198
Queen Alexandra Range 94568,H5,2.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20199
Queen Alexandra Range 94569,L6,5.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20200
Queen Alexandra Range 94570,L4-an,57.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20201
Queen Alexandra Range 94571,L5,7.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20202
Queen Alexandra Range 94572,H6,1.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20203
Queen Alexandra Range 94573,H6,1.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20204
Queen Alexandra Range 94574,H5,19.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20205
Queen Alexandra Range 94575,H3.6,39.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,20206
